# Oyatie pre-wipe tracked-dirty snapshot manifest
# created_utc	2026-08-03T12:15:15.126440Z
# tracked changes are preserved as git-stash-create commit trees; worktrees were not modified
# untracked contents are NOT uploaded blindly; paths are inventoried below
# record_type	worktree	branch_or_untracked_path	head	snapshot_commit	tracked_entries	untracked_entries
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/ac/calendar-ac03-action-card-workflow-handoff.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/ac/calendar-ac04-legal-hold-preservation.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/ac/calendar-ac05-jurisdiction-retention-ux.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/asyncapi/calendar-asyncapi-v1-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/authority/calendar-inventory-provenance-rejection.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/authority/calendar-prd-authority-source-lock.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/boundary/calendar-personal-work-pillar-boundary.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/contracts/calendar-produced-contracts.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/openapi/calendar-openapi-v1-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/policy/calendar-build-parentage.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/proto/calendar-proto-v1-replay.fixture.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_7b437a23-calendar-build	specs/fixtures/calendar-prd/replay/ux/calendar-browser-accessibility-evidence.fixture.json				
dirty	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	work-hermes-t_f15d213a-airgap-contract	66bc192d4c79a624fb6f1f3629c1b3be6400d0b3		0	7
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/fixtures/regulatory-airgap-security-evidence/bad-expired-vex.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/fixtures/regulatory-airgap-security-evidence/bad-kev-emergency.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/fixtures/regulatory-airgap-security-evidence/bad-missing-sbom.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/fixtures/regulatory-airgap-security-evidence/bad-offline-replay.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/fixtures/regulatory-airgap-security-evidence/bad-stale-feed.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/fixtures/regulatory-airgap-security-evidence/good-offline-evidence-packet.json				
untracked-path	/Users/jasonlee/Developer/oyatie/.worktrees/t_f15d213a-airgap-contract	specs/regulatory-airgap-security-evidence-contract.json				
dirty	/Users/jasonlee/Developer/oyatie/.worktrees/workspace-drift-cloud-ci-port-20260701	wt/t_f4f0e879	c441bbcb518612936aa67d7fdf3b2df8e78a96f2		1	0
failure	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_18a9e839-868-1	stash-create-error:error: Entry 'ci/facade/hook-wiring/src/merge_driver_registration.rs' not uptodate. Cannot merge.
Cannot save the current worktree state				
failure	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_18a9e839-868-4	stash-create-error:error: Entry 'specs/reorg/ci-tide-move-plan.json' not uptodate. Cannot merge.
Cannot save the current worktree state				
failure	/Users/jasonlee/Developer/oyatie/.claude/worktrees/wf_445e1ee6-043-3	stash-create-error:error: Entry 'ci/facade/crate-registration/tests/born_accounting_liveness.rs' not uptodate. Cannot merge.
Cannot save the current worktree state				
failure	/Users/jasonlee/Developer/oyatie/.worktrees/workspace-drift-cloud-ci-port-20260701	stash-create-error:error: Unable to create '/Users/jasonlee/Developer/oyatie/.git/worktrees/workspace-drift-cloud-ci-port-20260701/index.lock': File exists.

Another git process seems to be running in this repository, o				
